transaccion_id,cliente_id,producto_id,fecha,monto,tipo_transaccion
T02607,C0076,P004,2025-03-30,-1696.94,debito
T02608,C0014,P002,2025-03-22,2677.15,abono
T02609,C0007,P004,2024-12-03,-4567.17,debito
T02610,C0095,P002,2025-01-17,3240.73,abono
T02611,C0069,P001,2025-04-28,-3942.22,debito
T02612,C0001,P001,2025-01-26,-5445.19,debito
T02613,C0047,P004,2025-05-27,-1458.72,debito
T02614,C0145,P003,2025-03-29,-5087.62,debito
T02615,C0016,P001,2025-02-17,3117.69,abono
T02616,C0107,P001,2025-02-08,4485.57,abono
T02617,C0029,P003,2025-02-03,4243.61,abono
T02618,C0185,P002,2025-01-17,-2226.57,debito
T02619,C0089,P005,2025-02-25,1417.37,abono
T02620,C0163,P005,2025-04-04,4909.18,abono
T02621,C0113,P003,2025-05-01,2659.96,abono
T02622,C0127,P001,2025-02-12,-6347.75,debito
T02623,C0181,P002,2024-12-20,-1172.25,debito
T02624,C0119,P005,2025-03-05,-4510.45,debito
T02625,C0091,P005,2025-04-02,-5674.73,debito
T02626,C0165,P001,2025-05-05,-6633.34,debito
T02627,C0171,P001,2025-02-08,1719.83,abono
T02628,C0101,P003,2025-03-30,-5083.12,debito
T02629,C0160,P002,2025-03-23,-3785.53,debito
T02630,C0198,P001,2025-01-25,350.11,abono
T02631,C0149,P001,2024-12-21,3465.5,abono
T02632,C0090,P002,2024-12-13,-4839.97,debito
T02633,C0055,P004,2025-05-31,4656.5,abono
T02634,C0157,P003,2025-03-29,2511.7,abono
T02635,C0139,P003,2025-05-08,-1634.85,debito
T02636,C0025,P002,2025-01-18,-340.61,debito
T02637,C0087,P005,2025-04-11,-2927.03,debito
T02638,C0045,P005,2025-05-14,1544.49,abono
T02639,C0195,P002,2025-01-25,-5334.79,debito
T02640,C0176,P005,2024-12-29,1803.63,abono
T02641,C0012,P003,2025-04-21,4747.9,abono
T02642,C0009,P001,2025-05-15,4813.44,abono
T02643,C0125,P005,2025-04-28,-4357.73,debito
T02644,C0004,P001,2025-04-27,4646.87,abono
T02645,C0110,P005,2025-03-21,3816.23,abono
T02646,C0140,P004,2025-04-01,-3841.61,debito
T02647,C0123,P003,2025-04-05,942.52,abono
T02648,C0179,P002,2025-04-12,-3226.43,debito
T02649,C0129,P003,2025-03-31,-3939.3,debito
T02650,C0033,P002,2025-06-02,-6051.81,debito
T02651,C0146,P003,2025-01-18,2432.6,abono
T02652,C0179,P003,2025-02-16,-6286.79,debito
T02653,C0006,P001,2025-02-11,3388.03,abono
T02654,C0118,P004,2024-12-08,-984.88,debito
T02655,C0041,P003,2025-04-10,4975.16,abono
T02656,C0056,P002,2025-03-16,-3704.81,debito
T02657,C0003,P001,2025-01-05,-2761.25,debito
T02658,C0098,P003,2025-04-13,3312.61,abono
T02659,C0101,P002,2025-01-11,589.02,abono
T02660,C0118,P005,2025-03-09,3200.87,abono
T02661,C0150,P001,2025-04-24,-3502.7,debito
T02662,C0170,P005,2025-05-16,-2864.52,debito
T02663,C0039,P002,2025-04-03,-6672.55,debito
T02664,C0079,P003,2025-03-04,-3672.1,debito
T02665,C0018,P001,2025-05-05,-1557.25,debito
T02666,C0009,P005,2025-05-04,2321.87,abono
T02667,C0108,P001,2025-05-11,4600.97,abono
T02668,C0002,P005,2025-01-04,-1257.39,debito
T02669,C0106,P005,2024-12-19,1109.09,abono
T02670,C0004,P002,2024-12-25,-120.82,debito
T02671,C0030,P001,2025-01-18,120.24,abono
T02672,C0114,P002,2025-04-28,-5810.86,debito
T02673,C0158,P001,2025-04-20,3674.01,abono
T02674,C0174,P003,2025-01-04,-2504.64,debito
T02675,C0117,P003,2025-04-05,-4897.23,debito
T02676,C0145,P005,2025-02-01,-2784.59,debito
T02677,C0140,P004,2024-12-18,4766.84,abono
T02678,C0145,P002,2025-02-05,4836.91,abono
T02679,C0152,P005,2025-04-17,-2767.77,debito
T02680,C0080,P002,2025-01-27,4278.4,abono
T02681,C0060,P002,2025-04-25,3876.79,abono
T02682,C0046,P001,2025-01-31,-2190.7,debito
T02683,C0037,P004,2025-01-18,1198.6,abono
T02684,C0134,P002,2025-01-24,2318.26,abono
T02685,C0119,P004,2025-05-06,-5476.0,debito
T02686,C0178,P005,2025-02-26,4802.83,abono
T02687,C0114,P001,2025-05-09,3829.72,abono
T02688,C0089,P002,2025-03-18,4283.27,abono
T02689,C0193,P005,2025-05-23,3035.17,abono
T02690,C0049,P004,2024-12-15,-5852.79,debito
T02691,C0044,P001,2025-05-13,-5497.41,debito
T02692,C0156,P002,2025-03-03,1916.08,abono
T02693,C0135,P001,2025-05-09,-3877.37,debito
T02694,C0126,P001,2025-02-09,-5639.13,debito
T02695,C0145,P001,2025-01-25,277.98,abono
T02696,C0198,P001,2024-12-11,-5662.31,debito
T02697,C0055,P005,2025-05-07,930.55,abono
T02698,C0141,P005,2024-12-27,2597.68,abono
T02699,C0151,P003,2025-01-07,-5663.68,debito
T02700,C0119,P004,2025-02-14,1306.41,abono
T02701,C0177,P001,2025-03-16,1266.75,abono
T02702,C0133,P001,2025-05-16,-2837.27,debito
T02703,C0193,P003,2025-02-23,-6265.66,debito
T02704,C0123,P005,2025-01-28,-33.09,debito
T02705,C0180,P005,2025-04-11,-6312.64,debito
T02706,C0018,P005,2025-04-23,-1102.03,debito
T02707,C0156,P002,2025-03-01,-6930.9,debito
T02708,C0149,P004,2025-03-27,-6685.28,debito
T02709,C0131,P003,2025-01-03,2498.64,abono
T02710,C0080,P001,2025-03-28,-3603.66,debito
T02711,C0132,P002,2024-12-02,2433.67,abono
T02712,C0194,P004,2025-01-21,3195.45,abono
T02713,C0014,P002,2025-04-20,-662.33,debito
T02714,C0158,P003,2025-01-01,-257.35,debito
T02715,C0161,P002,2025-04-20,335.63,abono
T02716,C0040,P001,2025-03-01,2249.61,abono
T02717,C0072,P003,2025-04-20,-1950.57,debito
T02718,C0072,P002,2024-12-18,-4365.62,debito
T02719,C0192,P005,2025-03-24,-6947.32,debito
T02720,C0017,P004,2025-03-27,-2722.67,debito
T02721,C0093,P005,2025-02-13,-4029.67,debito
T02722,C0051,P001,2025-05-27,-2926.76,debito
T02723,C0189,P001,2025-02-10,4243.99,abono
T02724,C0163,P002,2024-12-08,-6318.59,debito
T02725,C0071,P002,2025-01-07,4392.91,abono
T02726,C0034,P002,2025-02-08,-6821.37,debito
T02727,C0128,P003,2024-12-04,-221.81,debito
T02728,C0033,P001,2025-01-29,4207.09,abono
T02729,C0184,P002,2025-05-03,3771.27,abono
T02730,C0199,P002,2025-01-05,-1624.0,debito
T02731,C0107,P003,2025-04-04,-6695.55,debito
T02732,C0105,P003,2025-03-26,783.48,abono
T02733,C0001,P001,2025-01-16,3413.77,abono
T02734,C0153,P002,2025-04-07,-1597.48,debito
T02735,C0113,P004,2025-02-03,-3036.72,debito
T02736,C0102,P005,2024-12-25,3609.84,abono
T02737,C0138,P002,2025-02-10,2838.46,abono
T02738,C0019,P001,2025-03-19,-3009.69,debito
T02739,C0154,P001,2025-01-01,1665.38,abono
T02740,C0176,P001,2025-05-01,-5882.43,debito
T02741,C0097,P005,2025-01-25,761.88,abono
T02742,C0041,P005,2025-01-24,-3027.82,debito
T02743,C0136,P002,2025-04-14,4523.6,abono
T02744,C0008,P003,2025-03-21,4236.96,abono
T02745,C0190,P005,2025-02-01,-2824.56,debito
T02746,C0018,P005,2025-05-13,3827.39,abono
T02747,C0042,P002,2025-06-02,-5767.43,debito
T02748,C0052,P001,2025-02-02,4449.99,abono
T02749,C0004,P005,2025-05-15,2745.3,abono
T02750,C0104,P005,2025-02-05,-1455.09,debito
T02751,C0107,P004,2025-01-05,-1809.5,debito
T02752,C0193,P001,2025-05-24,1513.69,abono
T02753,C0180,P004,2025-05-19,-4168.8,debito
T02754,C0022,P005,2025-02-13,-258.68,debito
T02755,C0101,P003,2025-01-12,3198.41,abono
T02756,C0078,P005,2025-04-14,1853.55,abono
T02757,C0196,P003,2024-12-26,1511.45,abono
T02758,C0010,P004,2025-04-15,-6160.09,debito
T02759,C0101,P002,2025-03-19,-3236.22,debito
T02760,C0155,P002,2025-01-01,-692.52,debito
T02761,C0146,P004,2025-02-07,4142.4,abono
T02762,C0078,P005,2025-03-31,285.82,abono
T02763,C0117,P002,2024-12-08,3647.41,abono
T02764,C0044,P004,2025-05-11,3880.84,abono
T02765,C0031,P001,2025-01-17,1795.38,abono
T02766,C0038,P003,2025-03-09,4132.7,abono
T02767,C0106,P002,2024-12-10,-3624.15,debito
T02768,C0190,P003,2025-06-02,-3259.16,debito
T02769,C0143,P003,2025-04-02,274.75,abono
T02770,C0039,P001,2025-03-31,-2051.5,debito
T02771,C0132,P001,2024-12-05,-6519.14,debito
T02772,C0127,P005,2025-04-07,-2761.01,debito
T02773,C0159,P001,2025-02-16,-3840.5,debito
T02774,C0105,P002,2025-02-09,-3738.19,debito
T02775,C0186,P003,2025-03-12,-4145.3,debito
T02776,C0183,P001,2025-02-26,-457.48,debito
T02777,C0147,P004,2024-12-30,1842.77,abono
T02778,C0052,P005,2025-04-08,3629.48,abono
T02779,C0062,P002,2025-03-27,-1427.9,debito
T02780,C0073,P004,2025-01-26,-1448.94,debito
T02781,C0048,P003,2025-04-02,-100.33,debito
T02782,C0094,P005,2025-04-02,2215.54,abono
T02783,C0063,P003,2025-01-20,-6182.66,debito
T02784,C0009,P002,2025-03-22,306.91,abono
T02785,C0181,P003,2024-12-27,-1362.1,debito
T02786,C0136,P004,2025-05-03,1584.92,abono
T02787,C0096,P003,2024-12-21,3672.04,abono
T02788,C0120,P004,2025-04-12,-4495.23,debito
T02789,C0145,P003,2024-12-23,-2929.13,debito
T02790,C0117,P004,2024-12-22,-5320.71,debito
T02791,C0185,P003,2024-12-21,-4279.13,debito
T02792,C0163,P003,2025-01-07,-6275.4,debito
T02793,C0093,P002,2025-01-07,4099.23,abono
T02794,C0145,P004,2025-01-19,-1792.11,debito
T02795,C0070,P004,2025-03-07,1393.62,abono
T02796,C0187,P005,2025-01-07,-903.73,debito
T02797,C0098,P001,2025-04-09,1717.98,abono
T02798,C0072,P002,2025-01-25,4997.74,abono
T02799,C0088,P003,2024-12-09,2058.47,abono
T02800,C0138,P001,2025-03-02,-1566.8,debito
T02801,C0159,P003,2025-01-09,-5344.51,debito
T02802,C0088,P002,2025-05-21,-3811.02,debito
T02803,C0153,P002,2025-01-31,790.53,abono
T02804,C0096,P005,2024-12-02,1934.41,abono
T02805,C0078,P004,2025-04-03,2101.63,abono
T02806,C0062,P001,2025-05-16,-5284.19,debito
T02807,C0071,P002,2025-05-03,152.32,abono
T02808,C0199,P005,2025-04-03,-1905.07,debito
T02809,C0069,P002,2024-12-29,2612.1,abono
T02810,C0074,P001,2024-12-18,-1903.86,debito
T02811,C0068,P005,2025-03-05,-4410.19,debito
T02812,C0064,P002,2025-04-13,-3388.62,debito
T02813,C0030,P003,2024-12-20,-2551.12,debito
T02814,C0080,P002,2025-01-17,-6645.98,debito
T02815,C0015,P004,2025-01-13,-4436.15,debito
T02816,C0057,P004,2025-05-31,693.21,abono
T02817,C0175,P001,2025-01-25,2822.45,abono
T02818,C0166,P001,2025-02-24,-5471.7,debito
T02819,C0136,P003,2024-12-20,-4968.17,debito
T02820,C0037,P001,2025-01-02,901.84,abono
T02821,C0187,P005,2024-12-09,4863.48,abono
T02822,C0143,P003,2025-01-24,2271.63,abono
T02823,C0054,P003,2025-04-27,-1138.4,debito
T02824,C0169,P003,2025-01-28,-1285.96,debito
T02825,C0046,P004,2025-04-16,-714.7,debito
T02826,C0130,P004,2024-12-19,4027.41,abono
T02827,C0175,P004,2025-04-19,654.05,abono
T02828,C0128,P002,2024-12-10,-902.12,debito
T02829,C0042,P001,2025-05-06,-5957.79,debito
T02830,C0106,P003,2025-04-02,-2431.89,debito
T02831,C0038,P002,2025-01-02,-245.08,debito
T02832,C0119,P004,2025-02-05,306.88,abono
T02833,C0111,P004,2025-02-20,-1020.93,debito
T02834,C0105,P002,2025-03-25,1106.3,abono
T02835,C0001,P001,2025-05-11,3342.47,abono
T02836,C0016,P001,2024-12-19,-1126.56,debito
T02837,C0162,P003,2025-04-30,-858.55,debito
T02838,C0113,P005,2025-01-04,3835.36,abono
T02839,C0095,P003,2025-02-13,-4707.26,debito
T02840,C0169,P001,2025-05-27,2204.85,abono
T02841,C0039,P004,2025-01-20,-3858.69,debito
T02842,C0046,P002,2025-02-10,1594.32,abono
T02843,C0048,P003,2025-05-06,-3393.03,debito
T02844,C0050,P001,2025-04-27,2558.03,abono
T02845,C0155,P003,2025-03-30,1966.82,abono
T02846,C0147,P001,2025-04-26,-6348.81,debito
T02847,C0056,P004,2024-12-22,-141.95,debito
T02848,C0161,P001,2025-04-08,-5481.73,debito
T02849,C0043,P001,2024-12-12,665.7,abono
T02850,C0051,P004,2025-05-23,-5588.91,debito
T02851,C0090,P002,2024-12-31,-4322.91,debito
T02852,C0101,P002,2025-02-16,-5907.65,debito
T02853,C0007,P005,2025-03-20,-709.67,debito
T02854,C0148,P004,2025-04-27,-3926.1,debito
T02855,C0089,P002,2025-04-05,-3522.58,debito
T02856,C0158,P003,2025-01-04,-4952.17,debito
T02857,C0169,P002,2025-02-09,-3754.01,debito
T02858,C0038,P002,2025-02-05,2726.64,abono
T02859,C0178,P004,2024-12-07,2176.5,abono
T02860,C0158,P002,2025-04-06,-2182.58,debito
T02861,C0155,P005,2025-05-04,2437.21,abono
T02862,C0074,P003,2025-05-29,-855.89,debito
T02863,C0177,P002,2024-12-25,-6731.75,debito
T02864,C0058,P002,2025-05-19,3586.33,abono
T02865,C0110,P001,2024-12-22,-6668.7,debito
T02866,C0009,P004,2025-02-15,1172.3,abono
T02867,C0013,P005,2024-12-10,-6159.01,debito
T02868,C0012,P005,2025-01-18,4053.51,abono
T02869,C0156,P004,2025-01-28,-4749.75,debito
T02870,C0031,P005,2025-04-09,-4386.45,debito
T02871,C0052,P004,2025-04-05,1616.92,abono
T02872,C0004,P004,2025-04-21,4091.23,abono
T02873,C0102,P001,2025-03-17,2532.5,abono
T02874,C0142,P002,2025-03-15,-524.11,debito
T02875,C0143,P005,2025-05-29,-2210.66,debito
T02876,C0047,P001,2025-04-03,-6549.02,debito
T02877,C0127,P004,2025-02-01,-5959.24,debito
T02878,C0196,P003,2025-03-07,-6873.88,debito
T02879,C0067,P004,2025-04-09,-4407.11,debito
T02880,C0084,P004,2024-12-19,-1755.15,debito
T02881,C0034,P002,2025-04-02,855.93,abono
T02882,C0056,P002,2025-01-16,975.23,abono
T02883,C0042,P005,2025-02-03,147.99,abono
T02884,C0028,P005,2025-04-04,1983.88,abono
T02885,C0040,P003,2025-02-10,-1364.25,debito
T02886,C0172,P005,2025-05-04,2087.69,abono
T02887,C0171,P002,2025-03-14,4678.22,abono
T02888,C0091,P004,2025-05-31,2181.17,abono
T02889,C0047,P005,2024-12-11,-6149.55,debito
T02890,C0087,P002,2025-03-29,3047.25,abono
T02891,C0013,P004,2024-12-30,1273.3,abono
T02892,C0163,P004,2025-05-06,-2510.31,debito
T02893,C0063,P001,2025-05-06,-614.92,debito
T02894,C0030,P005,2025-05-10,1700.64,abono
T02895,C0102,P004,2024-12-15,3403.83,abono
T02896,C0061,P001,2025-03-01,-532.61,debito
T02897,C0081,P002,2025-01-15,-1461.65,debito
T02898,C0079,P001,2025-05-28,-2688.64,debito
T02899,C0083,P002,2024-12-11,4911.15,abono
T02900,C0169,P001,2025-01-11,3935.07,abono
T02901,C0099,P002,2025-03-29,3680.76,abono
T02902,C0015,P005,2025-02-13,-839.85,debito
T02903,C0170,P004,2025-01-14,3915.93,abono
T02904,C0185,P004,2025-02-24,-5503.32,debito
T02905,C0099,P001,2025-04-27,3025.46,abono
T02906,C0071,P004,2025-02-22,4952.29,abono
T02907,C0082,P003,2025-05-07,-2297.02,debito
T02908,C0045,P001,2025-02-21,4709.3,abono
T02909,C0110,P003,2024-12-23,4577.92,abono
T02910,C0145,P003,2025-03-03,106.83,abono
T02911,C0070,P001,2025-03-31,-3167.31,debito
T02912,C0172,P001,2024-12-20,-6840.42,debito
T02913,C0097,P005,2025-02-15,-748.76,debito
T02914,C0152,P003,2025-03-13,-3848.06,debito
T02915,C0128,P003,2024-12-02,-6853.33,debito
T02916,C0016,P004,2024-12-18,-3901.8,debito
T02917,C0036,P001,2025-03-22,989.59,abono
T02918,C0112,P002,2025-03-25,-4087.82,debito
T02919,C0019,P005,2025-01-26,-1454.95,debito
T02920,C0128,P001,2025-03-05,2622.54,abono
T02921,C0170,P001,2025-01-08,416.51,abono
T02922,C0019,P002,2025-04-03,-4250.21,debito
T02923,C0193,P004,2025-05-24,-3632.03,debito
T02924,C0159,P004,2025-02-06,-5188.92,debito
T02925,C0146,P004,2024-12-11,3171.97,abono
T02926,C0145,P005,2025-01-11,-3860.76,debito
T02927,C0019,P002,2025-02-23,3464.41,abono
T02928,C0124,P002,2025-03-14,762.51,abono
T02929,C0155,P002,2025-03-25,2997.03,abono
T02930,C0167,P004,2025-02-26,-1229.61,debito
T02931,C0008,P004,2025-04-01,-6480.89,debito
T02932,C0179,P005,2025-04-12,-506.29,debito
T02933,C0137,P005,2024-12-22,-3029.71,debito
T02934,C0140,P004,2025-04-19,3494.2,abono
T02935,C0164,P002,2025-01-11,-3222.41,debito
T02936,C0176,P005,2025-02-02,-671.9,debito
T02937,C0179,P003,2025-05-02,2789.23,abono
T02938,C0155,P001,2025-05-27,-4502.17,debito
T02939,C0098,P003,2025-01-24,3533.77,abono
T02940,C0008,P005,2025-03-07,-2631.62,debito
T02941,C0149,P003,2025-04-09,2840.12,abono
T02942,C0032,P002,2024-12-10,2280.9,abono
T02943,C0031,P005,2025-01-01,3376.68,abono
T02944,C0007,P003,2024-12-27,-4097.39,debito
T02945,C0097,P003,2025-04-12,-3694.52,debito
T02946,C0145,P004,2025-04-13,-1769.18,debito
T02947,C0073,P004,2024-12-21,59.99,abono
T02948,C0013,P001,2025-03-23,911.7,abono
T02949,C0144,P004,2025-01-05,629.48,abono
T02950,C0080,P005,2025-05-21,-3160.12,debito
T02951,C0112,P004,2025-02-11,3080.68,abono
T02952,C0147,P004,2025-02-23,-1515.2,debito
T02953,C0080,P001,2025-04-23,4698.33,abono
T02954,C0052,P004,2025-04-12,-76.57,debito
T02955,C0110,P001,2024-12-21,3872.89,abono
T02956,C0085,P001,2025-02-15,3144.76,abono
T02957,C0063,P003,2025-05-20,1899.1,abono
T02958,C0057,P004,2025-05-04,299.92,abono
T02959,C0151,P004,2025-03-19,-4403.58,debito
T02960,C0145,P004,2025-04-22,-2717.73,debito
T02961,C0119,P004,2025-02-22,4684.52,abono
T02962,C0163,P005,2025-04-01,-3807.67,debito
T02963,C0036,P005,2025-05-25,-6579.37,debito
T02964,C0058,P003,2024-12-26,1141.39,abono
T02965,C0178,P003,2025-03-03,-5088.31,debito
T02966,C0185,P001,2025-03-09,3105.38,abono
T02967,C0090,P001,2024-12-10,3710.07,abono
T02968,C0042,P004,2025-05-22,1112.61,abono
T02969,C0053,P004,2025-05-04,3341.72,abono
T02970,C0021,P003,2025-02-28,-3501.34,debito
T02971,C0135,P005,2025-03-05,-5207.49,debito
T02972,C0146,P003,2025-05-19,-2309.5,debito
T02973,C0090,P003,2025-01-03,4455.78,abono
T02974,C0112,P002,2025-03-17,467.29,abono
T02975,C0085,P003,2025-04-14,-5656.11,debito
T02976,C0075,P002,2024-12-25,4313.53,abono
T02977,C0066,P001,2025-02-10,-5726.25,debito
T02978,C0079,P005,2025-03-21,2588.0,abono
T02979,C0146,P005,2025-05-12,-3085.54,debito
T02980,C0193,P005,2025-03-04,4981.5,abono
T02981,C0181,P003,2025-02-10,1184.4,abono
T02982,C0116,P003,2025-05-30,2757.04,abono
T02983,C0070,P004,2025-05-18,3369.84,abono
T02984,C0135,P005,2025-04-20,3519.29,abono
T02985,C0058,P001,2025-01-21,-1452.05,debito
T02986,C0129,P004,2025-05-27,3287.27,abono
T02987,C0186,P004,2025-05-28,-5734.04,debito
T02988,C0056,P005,2025-02-22,-378.63,debito
T02989,C0137,P005,2024-12-26,-6383.3,debito
T02990,C0070,P001,2025-02-15,196.05,abono
T02991,C0027,P001,2025-04-09,-2511.12,debito
T02992,C0195,P005,2025-04-17,128.28,abono
T02993,C0016,P002,2025-01-25,431.87,abono
T02994,C0123,P001,2025-04-09,-6380.84,debito
T02995,C0078,P005,2025-05-08,1806.56,abono
T02996,C0074,P004,2025-04-11,2152.62,abono
T02997,C0121,P005,2025-05-22,1115.95,abono
T02998,C0200,P002,2025-03-27,3005.62,abono
T02999,C0003,P001,2025-01-07,2994.28,abono
T03000,C0146,P004,2025-03-26,-2624.24,debito
T03001,C0098,P001,2025-01-24,1698.52,abono
T03002,C0157,P002,2025-02-03,-6198.2,debito
T03003,C0008,P002,2025-04-04,-2701.49,debito
T03004,C0092,P001,2025-05-30,2492.83,abono
T03005,C0030,P002,2025-03-30,-2004.63,debito
T03006,C0119,P003,2025-05-26,-5513.78,debito
T03007,C0092,P005,2025-03-04,-2800.21,debito
T03008,C0101,P002,2025-04-08,2592.37,abono
T03009,C0087,P004,2025-01-29,-1795.9,debito
T03010,C0143,P004,2024-12-23,-6913.99,debito
T03011,C0021,P005,2025-02-04,-2061.73,debito
T03012,C0018,P003,2025-02-27,-5402.08,debito
T03013,C0142,P003,2025-03-16,2166.1,abono
T03014,C0179,P003,2025-04-03,1070.78,abono
T03015,C0057,P001,2025-02-16,4008.61,abono
T03016,C0139,P005,2025-04-17,1701.35,abono
T03017,C0053,P003,2025-05-04,-6060.4,debito
T03018,C0049,P004,2025-01-23,4580.52,abono
T03019,C0172,P002,2025-05-06,4306.13,abono
T03020,C0064,P002,2025-04-28,223.29,abono
T03021,C0075,P002,2025-03-07,3947.5,abono
T03022,C0054,P001,2024-12-06,2086.13,abono
T03023,C0060,P004,2024-12-28,-6119.85,debito
T03024,C0107,P005,2025-04-03,-4476.54,debito
T03025,C0173,P004,2025-01-07,-5840.49,debito
T03026,C0139,P001,2025-04-18,2522.19,abono
T03027,C0167,P003,2024-12-31,-3759.13,debito
T03028,C0037,P005,2025-01-23,-1036.38,debito
T03029,C0098,P005,2025-01-16,-5494.39,debito
T03030,C0040,P001,2025-05-04,-2953.15,debito
T03031,C0125,P004,2025-04-07,-3515.56,debito
T03032,C0017,P004,2025-01-25,3936.23,abono
T03033,C0010,P003,2025-04-18,3014.28,abono
T03034,C0082,P001,2024-12-07,1045.44,abono
T03035,C0138,P003,2025-04-29,-4143.92,debito
T03036,C0042,P002,2024-12-20,-2871.2,debito
T03037,C0157,P003,2025-05-09,2374.15,abono
T03038,C0087,P002,2025-04-16,190.14,abono
T03039,C0087,P002,2025-05-09,1089.65,abono
T03040,C0035,P005,2025-04-16,-1988.84,debito
T03041,C0160,P002,2025-03-14,3579.15,abono
T03042,C0005,P002,2025-01-14,106.89,abono
T03043,C0147,P001,2025-04-24,2073.45,abono
T03044,C0003,P002,2025-04-27,4623.93,abono
T03045,C0051,P003,2025-01-23,603.81,abono
T03046,C0113,P001,2025-04-02,-3629.48,debito
T03047,C0032,P004,2025-05-20,-5512.06,debito
T03048,C0094,P001,2025-02-10,4715.53,abono
T03049,C0110,P002,2025-05-26,-5235.03,debito
T03050,C0157,P005,2025-05-29,3616.8,abono
T03051,C0081,P002,2025-01-28,-5790.62,debito
T03052,C0015,P002,2025-03-13,2258.7,abono
T03053,C0095,P002,2024-12-04,4038.93,abono
T03054,C0045,P002,2025-01-16,-85.51,debito
T03055,C0143,P003,2025-03-25,-6474.19,debito
T03056,C0044,P002,2025-04-23,2244.37,abono
T03057,C0070,P002,2025-05-10,2789.23,abono
T03058,C0139,P003,2025-05-02,-1806.53,debito
T03059,C0149,P001,2025-05-17,3725.53,abono
T03060,C0184,P002,2025-04-09,-564.15,debito
T03061,C0170,P002,2025-03-30,4369.55,abono
T03062,C0096,P001,2025-04-19,4149.18,abono
T03063,C0185,P004,2025-03-12,-1535.94,debito
T03064,C0067,P005,2025-03-22,-5670.99,debito
T03065,C0199,P001,2025-04-23,-5510.91,debito
T03066,C0122,P004,2025-05-27,3179.47,abono
T03067,C0067,P004,2025-01-24,1898.92,abono
T03068,C0154,P002,2025-01-03,-1922.35,debito
T03069,C0013,P004,2025-04-05,1197.33,abono
T03070,C0139,P002,2025-01-05,-2250.7,debito
T03071,C0113,P002,2025-01-02,-6327.8,debito
T03072,C0121,P002,2025-03-06,434.32,abono
T03073,C0017,P002,2025-02-09,4152.91,abono
T03074,C0154,P001,2025-02-18,-2461.76,debito
T03075,C0150,P003,2025-03-13,2631.92,abono
T03076,C0195,P005,2024-12-25,3982.7,abono
T03077,C0066,P005,2025-03-18,-6194.1,debito
T03078,C0038,P002,2025-01-17,-2433.13,debito
T03079,C0161,P002,2025-01-31,-3249.05,debito
T03080,C0197,P001,2025-04-10,-2919.18,debito
T03081,C0026,P002,2024-12-30,115.59,abono
T03082,C0013,P001,2024-12-30,-2092.72,debito
T03083,C0132,P001,2025-01-30,2322.99,abono
T03084,C0089,P005,2024-12-11,2084.91,abono
T03085,C0191,P005,2025-05-21,3623.55,abono
T03086,C0019,P004,2025-03-24,-2712.08,debito
T03087,C0125,P003,2025-04-02,-3440.95,debito
T03088,C0162,P002,2025-03-01,-3024.37,debito
T03089,C0091,P001,2025-03-16,-5192.16,debito
T03090,C0159,P005,2025-02-05,4321.71,abono
T03091,C0091,P002,2025-04-24,-3737.27,debito
T03092,C0189,P001,2025-01-29,-5532.34,debito
T03093,C0045,P002,2025-01-11,1519.09,abono
T03094,C0127,P004,2025-01-04,-3803.35,debito
T03095,C0064,P002,2024-12-14,-2436.25,debito
T03096,C0047,P002,2025-03-04,2100.29,abono
T03097,C0075,P002,2025-02-16,3675.45,abono
T03098,C0097,P002,2025-03-10,4414.23,abono
T03099,C0083,P003,2024-12-18,-876.82,debito
T03100,C0166,P004,2025-01-11,-4453.44,debito
T03101,C0050,P002,2025-01-10,-4087.54,debito
T03102,C0001,P005,2025-01-31,-855.35,debito
T03103,C0052,P003,2025-02-06,1098.88,abono
T03104,C0114,P001,2025-01-10,1589.46,abono
T03105,C0133,P004,2025-04-18,-1193.51,debito
T03106,C0149,P003,2025-03-09,1256.46,abono
T03107,C0119,P001,2025-06-02,-1895.18,debito
T03108,C0003,P003,2025-05-01,-2369.65,debito
T03109,C0097,P005,2025-05-30,-5253.25,debito
T03110,C0019,P005,2024-12-03,-4016.23,debito
T03111,C0081,P002,2025-04-03,-6904.14,debito
T03112,C0115,P004,2025-02-21,2102.94,abono
T03113,C0180,P002,2025-05-16,3781.63,abono
T03114,C0163,P002,2025-03-24,4363.77,abono
T03115,C0154,P003,2025-03-25,3410.94,abono
T03116,C0069,P002,2025-05-26,-2900.7,debito
T03117,C0128,P004,2025-04-05,3780.29,abono
T03118,C0044,P002,2025-01-29,-1449.56,debito
T03119,C0146,P002,2025-05-18,1671.38,abono
T03120,C0021,P004,2025-05-23,2756.09,abono
T03121,C0022,P002,2025-02-10,-4040.6,debito
T03122,C0035,P001,2025-03-10,-184.33,debito
T03123,C0147,P002,2025-01-22,4728.32,abono
T03124,C0074,P001,2025-05-17,3498.3,abono
T03125,C0197,P004,2025-05-01,2503.73,abono
T03126,C0039,P005,2025-02-08,4668.98,abono
T03127,C0194,P005,2025-04-27,2223.52,abono
T03128,C0112,P002,2025-02-21,-6863.64,debito
T03129,C0185,P002,2024-12-10,-3600.62,debito
T03130,C0045,P005,2025-05-15,-826.57,debito
T03131,C0171,P002,2025-01-06,3835.76,abono
T03132,C0097,P001,2025-03-06,3410.54,abono
T03133,C0067,P005,2025-05-24,-5417.72,debito
T03134,C0166,P005,2025-01-01,4759.64,abono
T03135,C0050,P002,2025-05-25,-5442.13,debito
